,Unnamed: 0,index,Unnamed: 0.1,名字,地址,园区描述,园区画像,办公租房,工业地价,级别荣誉,产业集群,创新载体,区位交通,高新企业,上市企业,生物医药企业,典型企业,工业地价(万/亩起),住房租金(元/月),办公房租(元/平米/天),工业厂房(万元/平米),峰值天然气(元/立方米),峰值水费(元/立方米),峰值电费(元/千瓦时),公共食堂,周边快餐店,人才公寓配套,1公里范围内小区,1公里内酒店数量,5公里内四星级以上酒店数量,距离地铁站,园区附近500米内公交站,3公里内电影院,3公里内商业综合体,高校资源,人才资源,网址,lat,lon,confidence,comprehension
55,55,55,55,天津市西青区赛达检测认证园,兴华三支路5号,天津赛达检测认证园坐落于西青经济技术开发区，目前已入驻开发区的检验检测类企业共计50余家，代表生物医药行业的企业有：博奥泰克、普恒康泰、博瑞生物等等。园区地理位置优越、交通便利，基础设施和生活配套都比较完备。园区位于天津大学城区，人才资源丰富；园区的服务体系完善，有各类金融机构助力企业发展。,"['医学研究', '生物技术研究', '医疗机构', '健康管理服务', '生物农业']",42.0元/m²/天,47.2万/亩起,[],"['电子信息', '生物医药', '检验检测', '卫生医药用品', '现代服务业']",[],"['距离天津站：19KM驾车需要51分钟', '距离天津西站：26KM驾车需要42分钟', '距离天津南站：25KM驾车需要39分钟', '距离天津北站：21KM驾车需要50分钟', '距离滨海站：702KM驾车需要535分钟', '距离滨海西站：702KM驾车需要536分钟', '距离天津滨海国际机场：25KM驾车需要43分钟']",-,-,12,['天津市天沁生物科技有限公司'],47.2,30,42.0,-,-,8.1,1.04,-,有,有,有,3,5,1公里,有,2个,5个,[],[],https://www.yaoxuanzhi.com/parkdetail/9ffefea20274bb65464f58d387e3d902,,,,
56,56,56,56,成都医学城国际科创社区一期,四川省成都市温江区科盛路,成都医学城国际科创社区项目占地294亩，总建筑面积约44万平米，项目以打造智慧产业社区为理念，构建人、城、产的微型生态圈。重点发展医学影像设备、植介入高值耗材、先进治疗设备、体外诊断、医美制造业、医疗文创、医疗大数据、抗体药物、基因工程药物、新型疫苗、制药装备、生物环保、外包服务。配套有才公寓、餐厅、品牌零售商店、运动场馆、咖啡馆等。,"['健康管理服务', '生物技术研究', '医学研究', '医疗机构', '生物农业', '保健食品', '化药', '中药', '药品CMO', '外包服务']",-元/m²/天,-万/亩起,"['成都健康医疗产业生态圈联盟', '成都医学城医疗器械发展联盟', '生物医药发展联盟']","['医疗器械', '医药制造', '医疗信息', '生物技术药', '制药装备', '医疗文创', '医美', '数字医疗']",['成都医学城国际科创社区'],"['距离成都站：28KM驾车需要52分钟', '距离成都东站：34KM驾车需要77分钟', '距离成都南站：28KM驾车需要56分钟', '距离成都西站：18KM驾车需要42分钟', '', '距离成都双流国际机场：32KM驾车需要58分钟']",3,-,144,['聚集了药明康德、科伦、海思科、罗欣药业、百裕、博奥生物等龙头企业'],-,-,-,-,-,-,-,-,有,有,有,5,-,3km以内,有,澄园国际影城、太平洋电影城（大学城店）、中影文星国际影城、CGV影城、欢乐小马影城,温江·奥特莱斯,"['成都中医药大学', '电子科技大学医学院', '四川农业大学']",[],https://www.yaoxuanzhi.com/parkdetail/d6e6a2a551305bf969f898faea79cb43,30.664368270647223,103.8183259300194,30,100
57,57,57,57,株洲经济开发区,湖南省株洲市云龙示范区云龙大道88号,"株洲云龙示范区于2009年4月18日成立，当时按副厅级架构运行，分别作为株洲市委、市政府的派出机构，行使市级行政经济管理权限，实行大部制运作，下设7个副处级部门。2017年10月12日，株洲经开区在云龙示范区基础上挂牌运行，与云龙示范区实行“两块牌子、一套人马”合署办公。
招商电话：073128689935","['健康管理服务', '生物技术研究', '医疗机构', '生物农业', '医学研究', '医药电商', '药品CRO', '化药', '外包服务', '中药种植、养殖']",1.0元/m²/天,0.1万/亩起,"['长株潭城市群“两型”社会建设综合配套改革试验五大示范区之一', '国家绿色生态示范城区', '国家智慧城市试点城区']","['轨道交通设备', '大数据', '人工智能', '生物医药', '数据中心', '电子信息', '智能制造']","['国家数控系统工程技术研究中心湖南分中心', '湖南微软创新中心(MIC)', '云龙产业研究园']","['距离株洲站：11KM驾车需要48分钟', '距离株洲西站：22KM驾车需要45分钟', '距离株洲北站：9KM驾车需要24分钟', '距离株洲南站：19KM驾车需要44分钟', '距离株洲芦淞机场：12KM驾车需要45分钟']",-,-,44,"['湖南中晟全肽生化有限公司', '湖南华云数据湖信息技术有限公司', '湖南华数智能技术有限公司', '湖南博润医疗器械有限公司', '湖南云龙大数据产业新城建设经营有限公司', '株洲经济开发区投资控股集团有限公司', '湖南中科国云大数据产业发展有限公司', '株洲云龙总部园区开发建设有限公司', '湖南圣高机械科技有限公司', '湖南斯凯航空科技股份有限公司', '株洲智星科技有限公司', '株洲智热技术有限公司', '湖南中科智谷教育科技有限公司']",0.1,100-1200,1.0,0.1,2.62,2.62,0.5,-,-,有,-,-,-,-,-,-,-,"['湖南(株洲)职教科技园', '湖南有色金属职业技术学院', '湖南工贸技师学院', '湖南铁路科技职业技术学院', '湖南省商业技师学院', '湖南化工职业技术学院', '湖南中医药高等专科学校', '湖南汽车工程职业学院', '株洲市职工大学', '株洲市幼儿师范学校', '湖南铁道职业技术学院']",[],https://www.yaoxuanzhi.com/parkdetail/229a109a92fe027ecc398e7ba8aaebed,27.99282929418885,113.18566908542753,80,100
58,58,58,58,北京健康智谷,北京市海淀区花园北路35号健康智谷13层,北京健康智谷位于中关村创业大街的核心区域，毗邻北京大学医学部和北医三院，靠近北京著名的八大院校及中科院、物理所等研究所。集健康产业集聚，健康企业孵化，健康行业投资，健康管理服务为一体的“专业健康医疗产业生态圈”，致力于打造“医疗技术+医疗服务”双轮驱动的特色创新基地，形成政产学研用一体的贯穿研发、孵化、CRO、产业合作、医疗服务全产业链的健康生态圈。,"['健康管理服务', '医学研究', '医疗机构', '医用软件', '手术器械', '医疗信息服务', '生物技术研究', '疾病精准诊断', '医用诊察和监护器械', '手术机器人']",7.9元/m²/天,-万/亩起,[],"['健康医疗', '医疗技术', '医疗服务', '基因检测诊断']",['政产学研用一体的产业孵化平台'],"['距离北京大兴国际机场：60KM驾车需要78分钟', '距离北京北站：7.1KM驾车需要19分钟', '距离北京西站：16KM驾车需要29分钟', '距离北京首都国际机场：28KM驾车需要35分钟', '距离北京东站：20KM驾车需要37分钟', '距离北京站：16KM驾车需要43分钟']",4,-,38,[],-,-,7.9,-,-,-,-,有,有,有,有,39,38,700米,有,-,同观商业中心,[],[],https://www.yaoxuanzhi.com/parkdetail/06d205cba0e7379b33f3edcbdd69e6a6,39.98131474106657,116.36007520635603,75,57
59,59,59,59,银星生命健康科技园,龙华区梅观高速观澜湖出口,深圳银星生命健康科技园是聚焦于生物医药行业的高科技园区，在2020年深圳市人民政府办公厅发布的《深圳市生物医药产业发展行动计划（2020-2025）》中的产业集聚建设工程部分被纳入重点打造及发展的唯一一个民营生物医药特色园区。,"['医学研究', '生物技术研究', '医疗机构', '健康管理服务', '体外诊断试剂', '治疗设备', '生物制造', '生物农业', '疾病精准诊断', '检验设备、试剂']",2.33元/m²/天,-万/亩起,"['国家级科技企业孵化器', '深圳市投资推广产业链专业园区', '华南区优秀园区', '深圳市特色工业园', '深圳市龙华区人才服务创新示范园']","['医疗器械', 'IVD', '生物医药', '创新药物研发', '生物技术', '生物新材料']","['国家级科技企业孵化器——银星科技大厦', '龙华区科技企业加速器——银星智界一、二、三期', '罗兹曼大湾区生物医药基地']","['距离深圳站：697KM驾车需要531分钟', '距离深圳北站：688KM驾车需要522分钟', '距离深圳东站：695KM驾车需要541分钟', '距离深圳西站：674KM驾车需要512分钟', '距离福田站：687KM驾车需要518分钟', '距离深圳宝安国际机场：661KM驾车需要504分钟']",13,-,154,"['深圳亦诺微医药科技有限公司', '深圳市百恩维生物科技有限公司', '深圳市双科生物科技有限公司', '华瑞同康生物技术(深圳)有限公司', '港龙生物技术（深圳）有限公司', '国科赛赋（深圳）新药研发科技有限公司', '深圳源兴基因技术有限公司']",-,2000,2.33,-,-,6,1.038,-,-,有,-,-,-,-,-,-,-,['电子科技大学（深圳）高等研究院'],[],https://www.yaoxuanzhi.com/parkdetail/ffa8829bd882e513cf57fefd933651ef,22.6987533503177,113.9905632998114,70,100
60,60,60,60,青岛蓝色生物医药产业园,山东省青岛市城阳区河东路附近,青岛蓝色生物医药产业园以“以城带业、以业兴城、宜居宜业、和谐发展”的科技新城开发理念，深入贯彻国务院关于加快发展山东半岛蓝色经济区的国家战略，以高科技产业聚集带经济增长，实现区域经济全面和谐可持续发展，倾力打造一个国际化科技生态园区，使其融入青岛市“环湾发展”第三代智慧产业新城。,"['生物技术研究', '医学研究', '生物农业', '健康管理服务', '医疗机构', '生物制造', '检验设备、试剂', '生物环保', '生物药', '进口代理']",-元/m²/天,-万/亩起,"['国家级科技企业孵化器', '国家海洋局“十三五”海洋经济创新发展示范城市项目', '国家小型微型企业创业创新培育基地', '山东半岛自主创新示范区项目', '省级创业孵化示范基地']","['生物医药', '医疗器械', '大健康', '医药研发']",['青岛市生物技术药物公共研发平台落户孵化中心'],"['距离青岛站：31KM驾车需要55分钟', '距离青岛北站：17KM驾车需要39分钟', '距离红岛站：19KM驾车需要40分钟', '距离青岛西站：28KM驾车需要51分钟', '距离董家口站：1283KM驾车需要932分钟', '距离青岛流亭国际机场：11KM驾车需要32分钟', '距离青岛胶东国际机场：33KM驾车需要64分钟']",4,-,102,"['青岛滨华生物科技有限公司', '青岛龙泰中医药科技有限公司', '格莱茜慷医疗科技股份有限公司', '康立泰药业有限公司', '艾佩思瑞生物制药有限公司', '海普康尼人工角膜有限公司', '见微健康管理有限公司', '蓝石科技集团有限公司', '一然美健康科技有限公司', '青岛咖尨生物科技有限公司', '青岛康泰来生物工程有限公司', '青岛智博生物科技有限公司', '青岛道合汇生物科技有限公司', '巴迪泰(青岛)生物科技有限公司', '青岛瑞穜中医药科技有限公司']",-,530-830,-,-,-,-,-,有,有,有,有,0,-,-,有,万达影城,-,"['青岛理工大学琴岛学院', '青岛农业大学', '青岛求实职业技术学院', '青岛飞洋职业技术学院']",[],https://www.yaoxuanzhi.com/parkdetail/5556b395eafcda6cfa180cb8f8b769b2,36.27519640020341,120.27983314520975,30,100
61,61,61,61,一方健康谷,北京市通州区漷城西三路东200米,一方健康谷是一方集团倾力打造位于北京城市副中心的医疗健康智慧园区。项目所在地为通州区漷县镇，也是北京城市副中心“8+1”个功能配套小镇中唯一定位发展健康产业的区域。作为漷县文化健康小城镇的首发项目，将携手周边优质资源，打造北京城市副中心面积最大、专业度最高、商业配套最成熟的医疗健康智慧园区。,['健康管理服务'],-元/m²/天,-万/亩起,['漷县文化健康小城镇首发项目'],"['康复医疗', '高端颐养', '生殖护理', '生物医疗', '医疗健康']",['产研中心'],"['距离北京站：42KM驾车需要57分钟', '距离北京东站：40KM驾车需要51分钟', '距离北京南站：44KM驾车需要62分钟', '距离北京西站：53KM驾车需要85分钟', '距离北京北站：54KM驾车需要88分钟', '距离北京首都国际机场：47KM驾车需要53分钟', '距离北京大兴国际机场：47KM驾车需要58分钟']",-,-,1,['北京卫生职业学院'],-,-,-,-,-,-,-,有,有,有,-,1,-,12km以内,有,-,-,['北京卫生职业学院'],[],https://www.yaoxuanzhi.com/parkdetail/e23811cd78744c6a3f2a28fa784af443,39.773170609771604,116.76962218737138,30,57
62,62,62,62,万华生命科学产业城,河南省新乡市市辖区高新东路999号万华生命科学产业城,新乡万华生命科学城是由杭州万华控股集团联合战略合作伙伴和新乡高新投资发展有限公司共同打造，将以打造“河南示范·中国一流”为战略目标，以生命科学、生物技术为核心产业，围绕生命科学产业布局，以生产、生活、生态“三生融合”为规划理念，将生产、生活、生态三大圈层紧密相连，项目开发涉及配套地产，工业园区，研发园区，商业配套等，结合“基地+基金”的发展模式，全力打造新乡城市发展的新名片。,[],0.6元/m²/天,22万/亩起,[],"['生物医药', '医疗器械', '精准医疗', '功能性食品', '动物保健']",['河南省生物医药产业共性关键技术创新转化平台'],"['距离新乡站：17KM驾车需要43分钟', '距离新乡东站：14KM驾车需要24分钟']",-,-,6,"['华大基因', '广州博济药业', '江苏华益生物', '佐今明药业', '江西善行生物', '河南鲸舟生物医药科技']",22,-,0.6,0.35,-,-,-,-,有,有,有,-,-,-,无,-,-,"['新乡医学院', '河南科技学院', '新乡学院', '河南省师范大学', '河南省工学院']",[],https://www.yaoxuanzhi.com/parkdetail/45d284986f55f72f292789dfd0ad9b7f,35.23376628847186,113.95812420865414,50,100
63,63,63,63,天津空港经济区,天津空港经济区西三道166号,天津港保税区成立于1991年5月12日，拥有港口、机场双港优势，下辖空港、临港、海港三个片区，土地面积202.4平方公里。辖区拥有保税区、综合保税区、保税物流园区三类四处海关特殊监管区域。2015年国务院批准设立中国（天津）自由贸易试验区，享有多类先行先试政策。中国北方唯一的集医疗资源、产业基础和现代化城区 于一体的自贸试验区。,"['健康管理服务', '生物技术研究', '医学研究', '医疗机构', '生物农业', '进口代理', '检验设备、试剂', '保健食品', '手术器械', '生物环保']",-元/m²/天,-万/亩起,[],"['民用航空', '装备制造', '生物医药', '电子信息等先进制造业+总部', '金融创新等现代服务业']","['中科院天津工业生物技术研究所', '创新创业中心', '北京大学创业训练营天津基地', '南开大学公能众创空间', '科大讯飞智慧谷人工智能产业示范基地', '合成生物学创新中心', '天保智谷']","['距离天津站：17KM驾车需要36分钟', '距离天津西站：25KM驾车需要41分钟', '距离天津南站：56KM驾车需要69分钟', '距离天津北站：19KM驾车需要38分钟', '距离滨海站：732KM驾车需要566分钟', '距离滨海西站：732KM驾车需要567分钟', '距离天津滨海国际机场：9KM驾车需要19分钟']",25,2,1070,"['中科院工业生物研究所', '复星医药', '瑞普生物', '天津医药', '美国GE医疗', '瑞士席勒', '法国思塔高', '纳通医疗', '伊宁', '乐普医疗', '华大基因检测公司', '奥维森', '国药控股', '国药供应链', '国药集团']",-,740-1040,-,-,2.7,6.5,-,-,-,有,-,-,-,-,-,-,-,"['南开大学化学院', '天津科技大学', '天津医科大学', '天津中医药大学', '天津生物工程职业技术学院', '中国民航大学']",[],https://www.yaoxuanzhi.com/parkdetail/503cc19548d17bb2244837b6817ecbfa,39.15388658537243,117.37847180587059,80,100
64,64,64,64,合肥高新技术产业开发区,安徽省合肥市蜀山区望江西路860号,合肥国家高新技术产业开发区是合肥综合性国家科学中心的核心区、国家自主创新示范区和首批国家双创示范基地，是创新型国家建设的战略支点和合肥建设“大湖名城 创新高地”的主要载体。,"['健康管理服务', '生物技术研究', '医学研究', '生物农业', '医疗机构', '金融服务', '化药', '医疗信息服务', '治疗设备', '中药']",4.13元/m²/天,54万/亩起,"['国家自主创新示范区', '首批国家双创示范基地', '国家知识产权试点园区', '国家高新区建设20年先进集体', '合肥综合性国家科学中心核心区']","['家电及配套', '汽车', '电子信息', '技术研发', '生产制造', '商业流通', '医疗诊治', '健康服务']",['集成电路(芯之城)产业基地、智能语音(中国声谷)产业基地、生物医药产业基地'],"['距离合肥站：20KM驾车需要40分钟', '距离合肥南站：26KM驾车需要33分钟', '距离合肥西站：9KM驾车需要25分钟', '距离合肥北城站：39KM驾车需要44分钟', '距离合肥新桥国际机场：26KM驾车需要46分钟']",112,9,3131,"['安徽安科生物工程(集团)股份有限公司', '融捷健康科技股份有限公司', '合肥天麦生物科技发展有限公司', '安徽智飞龙科马生物制药有限公司', '合肥美亚光电技术股份有限公司', '欧普康视科技股份有限公司', '合肥天汇孵化科技有限公司', '安徽安中颐福医养健康管理有限责任公司', '合肥中科离子医学技术装备有限公司', '安徽福佑健康产业有限公司', '安徽佰惠医院管理有限责任公司', '合肥诺瑞特制药有限公司', '安徽宏大国际融资租赁有限公司', '安徽四创电子股份有限公司', '同路生物制药有限公司']",54,746-1046,4.13,0.47,3.92,2.0,0.8653,-,-,有,-,-,-,-,-,-,-,"['安徽公安职业学院', '民办万博科技职业学院']",[],https://www.yaoxuanzhi.com/parkdetail/2e71c3360165ea5db1e6faf6bd123480,31.83280068544589,117.12970770602054,80,100
65,65,65,65,莱芜医药产业园,山东省莱芜市莱城区莱城大道999号,莱芜医药产业园，作为全区“4+3”产业体系的重要载体，经济发展和新旧动能转换先行区的新引擎，与济南药谷实现优势互补，协同发展，突出孵化优势，促进产、学、研、临床、物流、物流创新发展，打造“森林水城，生态莱芜”的绿色发展样板，以人民对美好生活的向往为目标，守正创新，砥砺前行。,"['生物技术研究', '医学研究', '生物农业', '医疗机构', '医疗信息服务', '健康管理服务', '保健食品', '中药种植、养殖', '体外诊断试剂', '治疗设备']",-元/m²/天,-万/亩起,"['省科技企业孵化器', '莱芜区医药产业园协同创新基地', '山东省医疗器械协同创新中心', '国家创新药物孵化基地', '鲁中新药谷', '国家综合性新药研发技术大平台']","['生物医药', '医疗器械', '现代中药', '保健化妆品', '康体保健']",['莱芜医药产业园孵化基地'],"['距离莱芜东站：10KM驾车需要20分钟', '距离济南遥墙国际机场：80KM驾车需要60分钟', '距离济南站：107KM驾车需要89分钟', '距离大明湖站：106KM驾车需要88分钟', '距离济南东站：93KM驾车需要72分钟', '距离济南西站：117KM驾车需要90分钟']",3,-,56,"['山东登胜药业有限公司', '宏葵生物（中国）股份有限公司', '山东回寿堂药业有限公司', '山东仕达思医疗科技有限公司', '山东盛凯源药业有限公司', '山东千禾中药饮片有限公司', '山东禾宝药业有限公司', '山东珅诺基药业有限公司', '山东凡卉生物科技有限公司', '山东君泰医用防护用品科技有限公司', '山东朗润医疗系统有限公司']",-,-,-,-,-,-,-,有,有,有,有,5,-,-,有,-,-,"['山东财经大学', '莱芜职业技术学院']",[],https://www.yaoxuanzhi.com/parkdetail/0b54d5f5781358823ec94cc2ba07ffb4,36.25013040561248,117.60073120031022,30,100
66,66,66,66,连云港经济技术开发区,连云港经济技术开发区花果山大道601号,连云港经济技术开发区是1984年12月经国务院批准设立的首批国家级开发区，是连云港市外向型经济的重要载体和建设国际性海滨城市的核心区域，是连云港市优质资源最为集中的区域和精华所在，目前已有126平方公里规划，36平方公里的青口盐场已完成规划编制，并预留为重大产业承载基地。,"['医学研究', '生物技术研究', '健康管理服务', '生物农业', '医疗机构', '化药', '保健食品', '手术室及医患用品', '药用辅料', '生物环保']",-元/m²/天,-万/亩起,"['荣获2018年国家级经济技术开发区综合发展水平考核评价排名第23', '入选国家级经开区综合发展水平前30名']","['医药', '装备制造', '新材料']","['宋跳高新技术产业开发区', '大浦化工区']","['距离连云港站：17KM驾车需要36分钟', '距离连云港东站：11KM驾车需要22分钟', '距离东海县站：76KM驾车需要76分钟', '距离赣榆站：26KM驾车需要40分钟', '距离灌南站：78KM驾车需要70分钟', '距离连云港白塔埠国际机场：20KM驾车需要32分钟', '距离连云港花果山国际机场：17KM驾车需要36分钟']",21,5,568,"['江苏恒瑞医药股份有限公司', '江苏豪森药业集团有限公司', '江苏康缘药业股份有限公司', '江苏诺泰澳赛诺生物制药股份有限公司', '江苏中金玛泰医药包装有限公司', '连云港润众制药有限公司', '江苏暨明医药科技有限公司', '江苏瑞丰医药有限公司', '江苏德源药业股份有限公司', '连云港贵科药业有限公司', '连云港正大农牧发展有限公司', '江苏宇田医药有限公司', '连云港千樱医疗设备有限公司', '连云港金康和信药业有限公司', '江苏澳新生物工程有限公司']",-,411-711,-,-,-,-,-,有,有,有,有,0,-,无,有,-,-,[],[],https://www.yaoxuanzhi.com/parkdetail/8b594631c3f9327cc18c237965a809c7,34.7063620206498,119.23629664776091,80,99
67,67,67,67,重庆两江新区水土高新技术产业园,重庆市北碚区水土镇大地村,两江新区水土高新技术产业园于2010年8月18日挂牌成立，位于两江新区西北部，幅员面积118平方公里，规划建设面积65平方公里，具有历史文化悠久、生态环境良好、交通区位优越、产业集聚彰显、比较优势突出、配套服务完善等六大发展优势。,"['医学研究', '生物技术研究', '健康管理服务', '医疗机构', '进口代理', '化药', '生物农业', '手术室及医患用品', '保健食品', '医用耗材']",-元/m²/天,-万/亩起,"['国家自主创新示范区', '国家双创示范基地', '中新（重庆）战略性互联互通示范项目', '中国（重庆）自由贸易试验区', '两江数字经济产业园核心区', '绿色园区']","['生物医药', '电子信息', '大数据及云计算', '生物制药']","['水土云计算产业园', '仙桃数据谷']","['距离重庆站：38KM驾车需要77分钟', '距离沙坪坝站：41KM驾车需要61分钟', '距离重庆北站：33KM驾车需要54分钟', '距离重庆西站：48KM驾车需要65分钟', '距离万州北站：285KM驾车需要222分钟', '距离荣昌北站：135KM驾车需要111分钟', '距离重庆江北国际机场：26KM驾车需要37分钟', '距离万州五桥机场：274KM驾车需要221分钟', '距离黔江武陵山机场：342KM驾车需要281分钟', '距离重庆巫山机场：447KM驾车需要344分钟']",5,-,121,"['京东方BOE', '药友制药', '博腾制药', '华邦制药', '北大医疗', '博济医药', '昭衍新药']",-,-,-,-,-,-,-,有,有,有,有,1,-,3.5km以内,有,保利万和国际影城；电影家影城,-,[],[],https://www.yaoxuanzhi.com/parkdetail/00774234ef1a70bd89e52c96641364c7,29.81801733328906,106.51351210224104,50,100
68,68,68,68,重庆合川工业园区,重庆合川南津街花园路198号科技孵化楼,重庆合川工业园区由南溪组团、天顶组团和合川区网络安全产业城等三大组团组成，辖区83.41平方公里。合川工业园区是2003年经批准设立的市级特色工业园区，是长江经济带国家级转型升级示范开发区，国家级新型工业化产业示范区，连续多年被重庆市政府评为优秀园区、渝西片区最具发展潜力的工业园区。天顶组团被确定为重庆市汽摩产业示范基地，南溪组团被确定为电子信息产业建设基地、医疗器械及医用耗材建设基地。,"['医学研究', '治疗设备', '生物技术研究', '手术器械', '影像设备', '体外诊断试剂', '手术室及医患用品', '输液器械', '中药', '生物农业']",-元/m²/天,-万/亩起,"['2016年', '6月', '被确定为“医疗器械及医用耗材产业园”', '2018年8月', '获批“重庆合川高新技术产业开发区”', '2011年获重庆市“最具成长潜力园区”称号', '2012年被评为重庆市“优秀工业园区”', '2016年被国家发改委确定为“长江经济带国家级转型升级示范开发区”', '2013年成为渝西片区发展速度最快园区']","['装备制造', '医药健康', '电子信息', '特色轻工业']",[],"['距离重庆站：71KM驾车需要81分钟', '距离沙坪坝站：67KM驾车需要75分钟', '', '', '', '', '距离重庆江北国际机场：66KM驾车需要40分钟', '', '', '']",4,-,33,"['重庆大青阳药业有限公司', '重庆希尔安药业有限公司', '重庆百花生物医药集团股份有限公司', '重庆观澜天下医疗设备有限公司', '斯特林科技发展有限公司', '重庆医药公信网大药房连锁有限公司', '重庆医用设备厂有限责任公司', '重庆思吉瑞科技有限公司', '重庆科斯特医疗科技有限公司', '重庆医药公信网药品批发有限公司', '重庆国泰康宁制药有限责任公司', '重庆本基生物科技有限公司', '重庆臻逸医疗设备有限公司', '重庆清世生物科技有限责任公司', '重庆大健能制药有限公司']",-,833-1133,-,-,-,3.25,-,有,有,有,有,-,-,-,有,-,-,[],[],https://www.yaoxuanzhi.com/parkdetail/5171724dd9c1853b4e165ab215866367,29.939143651880382,106.27511067108506,75,100
69,69,69,69,常州高新区生物医药产业园,江苏省常州市新北区生物医药产业园,生物医药产业园是常州建设国家创新型科技园区“一核八园”的重要组成部分，园区基本形成覆盖生物制药、化学原料药及制剂、医药中间体、中药提取及中成药、医疗器械等多门类、多品种的产业生态体系,"['健康管理服务', '生物技术研究', '医学研究', '手术器械', '生物农业', '化药', '医疗机构', '植入设备', '医用耗材', '治疗设备']",-元/m²/天,-万/亩起,"['2012中国生物医药特色园区', '江苏省生物医药和工程高技术特色产业基地', '“十三五”首批省级生命健康产业先进制造业基地', '国家级外贸转型升级基地', '园区竞争力排名全国第18位', '江苏省医药产品出口基地']","['生物制药', '化学原料药及制剂', '医药中间体', '中药提取及中成药', '医疗器械', '体外诊断', '细胞治疗', '基因检测及治疗', '健康养老']","['公共服务区', '北部产业片区', '南部产业片区', '滨水公园区', '生活配套区']","['距离常州站：13KM驾车需要38分钟', '距离常州北站：4KM驾车需要11分钟', '距离戚墅堰站：28KM驾车需要35分钟', '距离常州奔牛国际机场：18KM驾车需要20分钟']",20,1,277,"['常州方圆制药有限公司', '常州恒邦药业有限公司', '英特赛克医疗器械（常州）有限公司', '中科院遗传资源研发中心（南方）', '常州药物研究所有限公司', '江苏达实久信医疗科技有限公司', '常州千红生化制药股份有限公司', '扬子江药业紫龙药业有限公司', '扬子江药业海浪药业有限公司', '鹰利视医疗科技有限公司', '常州康辉医疗器械有限公司', '常州伊沃特医疗器械有限公司', '常州市康思特科技产业园有限公司', '江苏亚邦药业集团股份有限公司', '常州寅盛药业有限公司', '兴和制药（中国）有限公司']",-,635-935,-,-,-,-,-,有,有,有,-,0,-,3km以内,有,大地影院；金逸国际电影城,-,"['常州工学院', '常州大学', '江苏理工学院', '常州科教城']",[],https://www.yaoxuanzhi.com/parkdetail/4af77439dd6d08fb28d592c2d4ae639c,31.87004686649719,119.93336720626888,50,100
70,70,70,70,长春新区,吉林省长春市,长春新区是2016年2月由国务院批复的第17个国家级新区，批复面积约499平方公里，常住人口60万人。国家赋予长春新区四个定位：创新经济发展示范区、新一轮东北振兴重要引擎、图们江区域合作开发重要平台、体制机制改革先行区。,"['生物技术研究', '健康管理服务', '医学研究', '医疗机构', '生物农业', '中药种植、养殖', '化药', '中药', '保健食品', '金融服务']",-元/m²/天,-万/亩起,"['国家级生物产业基地', '国家级中药现代化产业基地', '国家科技成果转移转化示范区']","['生物疫苗产业', '基因工程和生物试剂产业', '医疗器械及材料产业', '现代中药产业', '化学药品生产研发产业', '医药销售和物流产业']","['医药创新研发中心', '现代中药产业园区', '基因工程与疫苗产业园区', '创新医药与医疗器械产业园区']","['距离长春站：16KM驾车需要30分钟', '距离长春西站：14KM驾车需要43分钟', '距离龙嘉站：54KM驾车需要70分钟', '距离九台站：76KM驾车需要80分钟', '距离九台南站：61KM驾车需要54分钟', '距离长春龙嘉国际机场：45KM驾车需要46分钟']",73,3,3543,"['中食粮(长春)控股集团有限公司', '长春吉粮天裕生物工程有限公司', '吉林亚泰医药产业园管理有限公司', '长春生物制品研究所有限责任公司', '长春安沃高新生物制药有限公司', '吉林生物研究院有限公司', '吉林省山河康养合伙企业(有限合伙)', '亚泰医药集团有限公司', '吉林亚泰永安堂药业有限公司', '吉林亚泰生物药业股份有限公司', '吉林省中科应化化工新材料孵化器有限公司', '长春百克生物科技股份公司', '长春九州通医药有限公司', '长春欧亚汇集商贸有限公司', '长春未名生物经济科技发展有限公司']",-,744-1044,-,-,3.06,6.8,0.7375,-,-,有,-,-,-,-,-,-,-,"['长春大学特殊教育学院', '长春师范大学', '长春健康职业学院', '长春理工大学光电信息学院', '吉林交通职业技术学院', '吉林大学', '吉林动画学院', '长春大学', '长春工业大学(北湖校区)', '吉林省经济管理干部学院', '长春信息技术职业学院']",[],https://www.yaoxuanzhi.com/parkdetail/050733c8d1eb156477b01181f21de750,43.81375986756309,125.31751014723157,20,100
